Run,manSellers,Buyers,manBuyers,Sellers,riskAversion,maxRounds,Trades,manTarget,actualPrice,finalPrice
1,0,498,0,498,0,2500,320,87,0,50
2,0,498,0,498,0,2500,330,27,100,50
3,0,498,0,498,0,2500,317,100,0,50
4,0,498,0,498,0,2500,324,98,50,50
5,0,498,0,498,0,2500,320,34,100,50
6,0,498,0,498,0,2500,318,65,50,50
7,0,498,0,498,0,2500,324,66,0,50
8,0,498,0,498,0,2500,333,3,0,50
9,0,498,0,498,0,2500,305,73,50,50
10,0,498,0,498,0,2500,309,13,100,50
11,0,498,0,498,0,5000,324,45,0,50
12,0,498,0,498,0,5000,326,47,0,50
13,0,498,0,498,0,5000,333,64,100,50
14,0,498,0,498,0,5000,328,95,50,50
15,0,498,0,498,0,5000,322,0,0,50
16,0,498,0,498,0,5000,324,26,0,50
17,0,498,0,498,0,5000,335,78,0,50
18,0,498,0,498,0,5000,329,92,50,50
19,0,498,0,498,0,5000,330,56,100,50
20,0,498,0,498,0,5000,340,53,100,50
21,0,498,0,498,1,2500,0,49,50,0
22,0,498,0,498,1,2500,268,62,0,44.67256709087384
23,0,498,0,498,1,2500,251,6,50,37.65981152401005
24,0,498,0,498,1,2500,263,33,100,51.499917647785104
25,0,498,0,498,1,2500,0,4,100,0
26,0,498,0,498,1,2500,222,20,50,52.211959358200104
27,0,498,0,498,1,2500,0,3,100,0
28,0,498,0,498,1,2500,265,98,50,51.55258777340437
29,0,498,0,498,1,2500,274,97,50,49.65090939420987
30,0,498,0,498,1,2500,0,79,50,0
31,0,498,0,498,1,5000,295,60,0,46.729654241807225
32,0,498,0,498,1,5000,277,81,50,47.522868583433464
33,0,498,0,498,1,5000,288,60,0,49.12852307845198
34,0,498,0,498,1,5000,0,20,0,0
35,0,498,0,498,1,5000,0,11,50,0
36,0,498,0,498,1,5000,267,20,0,46.64248291712785
37,0,498,0,498,1,5000,0,9,100,0
38,0,498,0,498,1,5000,0,26,100,0
39,0,498,0,498,1,5000,250,86,100,47.56218624271525
40,0,498,0,498,1,5000,0,56,50,0
41,0,498,0,999,0,2500,343,58,0,25.074881969585103
42,0,498,0,999,0,2500,343,68,50,50
43,0,498,0,999,0,2500,337,29,50,27.011001368187326
44,0,498,0,999,0,2500,339,47,100,25
45,0,498,0,999,0,2500,338,73,0,47.61600521367546
46,0,498,0,999,0,2500,355,0,50,25
47,0,498,0,999,0,2500,343,92,100,31.734570875657134
48,0,498,0,999,0,2500,333,67,100,25
49,0,498,0,999,0,2500,340,23,100,25
50,0,498,0,999,0,2500,337,67,0,25
51,0,498,0,999,0,5000,385,72,0,25
52,0,498,0,999,0,5000,393,79,0,25
53,0,498,0,999,0,5000,390,52,0,25
54,0,498,0,999,0,5000,400,85,50,25
55,0,498,0,999,0,5000,401,89,0,25
56,0,498,0,999,0,5000,389,8,100,25
57,0,498,0,999,0,5000,380,17,0,25
58,0,498,0,999,0,5000,386,21,50,25
59,0,498,0,999,0,5000,387,67,100,25
60,0,498,0,999,0,5000,387,44,50,25
61,0,498,0,999,1,2500,282,66,50,32.26296348874838
62,0,498,0,999,1,2500,0,77,0,0
63,0,498,0,999,1,2500,0,44,0,0
64,0,498,0,999,1,2500,0,40,100,0
65,0,498,0,999,1,2500,0,24,50,0
66,0,498,0,999,1,2500,0,61,100,0
67,0,498,0,999,1,2500,0,95,50,0
68,0,498,0,999,1,2500,0,29,100,0
69,0,498,0,999,1,2500,270,45,50,32.12842195185719
70,0,498,0,999,1,2500,0,63,100,0
71,0,498,0,999,1,5000,0,5,0,0
72,0,498,0,999,1,5000,0,67,100,0
73,0,498,0,999,1,5000,311,74,50,41.70353624877793
74,0,498,0,999,1,5000,317,39,0,30.31655457740538
75,0,498,0,999,1,5000,299,12,0,26.459815928222056
76,0,498,0,999,1,5000,320,75,50,27.423941550672737
77,0,498,0,999,1,5000,0,93,0,0
78,0,498,0,999,1,5000,0,0,50,0
79,0,498,0,999,1,5000,313,34,100,46.91279509713056
